specRef,specRef,SB_UID,Name,BaseBands,SPWs
X24664775,X24664775,uid://A001/X2c0/X27c8,B6 Pointing Setup,4,4
X28544513,X28544513,uid://A001/X2c0/X27c8,CO v=0 3-2 Science setup_1,4,4
X12119398,X12119398,uid://A001/X2c0/X27c9,B6 Pointing Setup,4,4
X26516883,X26516883,uid://A001/X2c0/X27c9,CO v=0 3-2 Science setup_1,4,4
X11063208,X11063208,uid://A001/X2c0/X27ca,B6 Pointing Setup,4,4
X3509490,X3509490,uid://A001/X2c0/X27ca,CO v=0 3-2 Science setup_1,4,4
X18856859,X18856859,uid://A001/X2c0/X27cb,B3 Pointing Setup,4,4
X33487244,X33487244,uid://A001/X2c0/X27cb,CS v=0 2-1 Science setup_1,4,4
X11477644,X11477644,uid://A001/X2c0/X259b,B6 Pointing Setup,4,4
X6501025,X6501025,uid://A001/X2c0/X259b,CO v=0 2-1 Science setup_1,4,7
X6453770,X6453770,uid://A001/X2c0/X259c,B6 Pointing Setup,4,4
X15108022,X15108022,uid://A001/X2c0/X259c,CO v=0 2-1 Science setup_1,4,7
X7362233,X7362233,uid://A001/X2c0/X259e,B6 Pointing Setup,4,4
X14732970,X14732970,uid://A001/X2c0/X259e,CO v=0 2-1 Science setup_1,4,4
X3059309,X3059309,uid://A001/X2c0/X2c56,B3 Pointing Setup,4,4
X20804861,X20804861,uid://A001/X2c0/X2c56,H40 and C40 recombination lines Science setup,4,11
X10010544,X10010544,uid://A001/X2c0/X2c56,H40 and C40 recombination lines Science setup_1,4,11
X17466496,X17466496,uid://A001/X2c0/X2c57,B3 Pointing Setup,4,4
X25189351,X25189351,uid://A001/X2c0/X2c57,CN 1-0 four components Science setup,4,8
X25314924,X25314924,uid://A001/X2c0/X2c57,CN 1-0 four components Science setup_1,4,8
X6773448,X6773448,uid://A001/X2c0/X2c58,B6 Pointing Setup,4,4
X9868191,X9868191,uid://A001/X2c0/X2c58,CO 2-1 Science setup,4,7
X24119374,X24119374,uid://A001/X2c0/X2c58,CO 2-1 Science setup_1,4,7
X27432377,X27432377,uid://A001/X2c0/X2c59,B6 Pointing Setup,4,4
X22539055,X22539055,uid://A001/X2c0/X2c59,TDM Cal Setup,4,4
X31214265,X31214265,uid://A001/X2c0/X2c59,13CO 2-1 Science setup,4,10
X31524199,X31524199,uid://A001/X2c0/X2c59,13CO 2-1 Science setup_1,4,10
X5508190,X5508190,uid://A001/X2c0/X2c5a,B3 Pointing Setup,4,4
X21654856,X21654856,uid://A001/X2c0/X2c5a,HCN 1-0 Science setup,4,11
X18960278,X18960278,uid://A001/X2c0/X2c5a,HCN 1-0 Science setup_1,4,11
X3019137,X3019137,uid://A001/X2c0/X2c5b,B6 Pointing Setup,4,4
X5248727,X5248727,uid://A001/X2c0/X2c5b,CO 2-1 Science setup,4,7
X26063367,X26063367,uid://A001/X2c0/X2c5b,CO 2-1 Science setup_1,4,7
X30210454,X30210454,uid://A001/X2c0/X2c5c,B6 Pointing Setup,4,4
X29042578,X29042578,uid://A001/X2c0/X2c5c,TDM Cal Setup,4,4
X3591670,X3591670,uid://A001/X2c0/X2c5c,N2D+ J=3-2 Science setup,4,10
X6308580,X6308580,uid://A001/X2c0/X2c5c,N2D+ J=3-2 Science setup_1,4,10
X23352901,X23352901,uid://A001/X2c0/X2c53,B6 Pointing Setup,4,4
X5336449,X5336449,uid://A001/X2c0/X2c53,SkyCont(343.5 GHz) Science setup_1,4,4
X9921774,X9921774,uid://A001/X2c0/X2c54,B6 Pointing Setup,4,4
X4069615,X4069615,uid://A001/X2c0/X2c54,SkyCont(343.5 GHz) Science setup_1,4,4
X29663682,X29663682,uid://A001/X2c0/X2779,B6 Pointing Setup,4,4
X8676419,X8676419,uid://A001/X2c0/X2779,CO v=0 6-5 Science setup,4,4
X18595470,X18595470,uid://A001/X2c0/X2779,CO v=0 6-5 Science setup_1,4,4
X27404539,X27404539,uid://A001/X2c0/X277a,B3 Pointing Setup,4,4
X10594852,X10594852,uid://A001/X2c0/X277a,C18O 1-0 Science setup,4,5
X10257518,X10257518,uid://A001/X2c0/X277a,C18O 1-0 Science setup_1,4,5
X30773141,X30773141,uid://A001/X2c0/X277b,B6 Pointing Setup,4,4
X3058404,X3058404,uid://A001/X2c0/X277b,13CO v=0 6-5 Science setup,4,4
X17513356,X17513356,uid://A001/X2c0/X277b,13CO v=0 6-5 Science setup_1,4,4
X31197547,X31197547,uid://A001/X2c0/X277d,B3 Pointing Setup,4,4
X31186630,X31186630,uid://A001/X2c0/X277d,SkyCont(97.5 GHz) Science setup_1_1_1,4,4
X11410547,X11410547,uid://A001/X2c0/X277e,B3 Pointing Setup,4,4
X6392451,X6392451,uid://A001/X2c0/X277e,SkyCont(97.5 GHz) Science setup_1_1,4,4
X33436224,X33436224,uid://A001/X2c0/X277f,B3 Pointing Setup,4,4
X28688411,X28688411,uid://A001/X2c0/X277f,SkyCont(97.5 GHz) Science setup_1,4,4
X9426298,X9426298,uid://A001/X2c0/X2780,B6 Pointing Setup,4,4
X13847404,X13847404,uid://A001/X2c0/X2780,SkyCont(303.0 GHz) Science setup_1_1_1,4,4
X12209303,X12209303,uid://A001/X2c0/X2781,B6 Pointing Setup,4,4
X8179638,X8179638,uid://A001/X2c0/X2781,SkyCont(303.0 GHz) Science setup_1_1,4,4
X2172919,X2172919,uid://A001/X2c0/X2782,B6 Pointing Setup,4,4
X2301440,X2301440,uid://A001/X2c0/X2782,SkyCont(303.0 GHz) Science setup_1,4,4
X14401155,X14401155,uid://A001/X2c0/X217d,B3 Pointing Setup,4,4
X30123106,X30123106,uid://A001/X2c0/X217d,SkyCont(97.5 GHz) Science setup_1,4,4
X30892912,X30892912,uid://A001/X2c0/X217e,B3 Pointing Setup,4,4
X3431604,X3431604,uid://A001/X2c0/X217e,SkyCont(97.5 GHz) Science setup_1,4,4
X29378060,X29378060,uid://A001/X2c0/X217f,B3 Pointing Setup,4,4
X18255938,X18255938,uid://A001/X2c0/X217f,SkyCont(97.5 GHz) Science setup_1,4,4
X15086197,X15086197,uid://A001/X2c0/X2180,B3 Pointing Setup,4,4
X24079805,X24079805,uid://A001/X2c0/X2180,SkyCont(97.5 GHz) Science setup_1,4,4
X15241472,X15241472,uid://A001/X2c0/X2181,B3 Pointing Setup,4,4
X18664927,X18664927,uid://A001/X2c0/X2181,SkyCont(97.5 GHz) Science setup_1,4,4
X24210080,X24210080,uid://A001/X2c0/X38e7,B3 Pointing Setup,4,4
X19005625,X19005625,uid://A001/X2c0/X38e7,CO v=0 1-0 Science setup_1,4,4
X16027041,X16027041,uid://A001/X2c0/X38e8,B6 Pointing Setup,4,4
X33097254,X33097254,uid://A001/X2c0/X38e8,CO v=0 2-1 Science setup_1,4,4
X8051656,X8051656,uid://A001/X2c0/X27cd,B6 Pointing Setup,4,4
X5802498,X5802498,uid://A001/X2c0/X27cd,"NH2OH 6(3,3)-5(3,2) Science setup",3,3
X28621646,X28621646,uid://A001/X2c0/X27cd,"NH2OH 6(3,3)-5(3,2) Science setup_1",3,3
X16411732,X16411732,uid://A001/X2c0/X27ce,B6 Pointing Setup,4,4
X16472833,X16472833,uid://A001/X2c0/X27ce,"NH2OH 6(3,3)-5(3,2) Science setup",3,3
X23086063,X23086063,uid://A001/X2c0/X27ce,"NH2OH 6(3,3)-5(3,2) Science setup_1",3,3
X28010098,X28010098,uid://A001/X2c0/X27d0,B6 Pointing Setup,4,4
X28592021,X28592021,uid://A001/X2c0/X27d0,SkyCont(343.5 GHz) Science setup_1,4,4
X23878723,X23878723,uid://A001/X2c0/X27d1,B6 Pointing Setup,4,4
X30270926,X30270926,uid://A001/X2c0/X27d1,SkyCont(343.5 GHz) Science setup_1,4,4
X9478280,X9478280,uid://A001/X2c0/X3943,B6 Pointing Setup,4,4
X6354217,X6354217,uid://A001/X2c0/X3943,Continuum Science setup,4,4
X9748356,X9748356,uid://A001/X2c0/X3943,Continuum Science setup_1,4,4
X12927543,X12927543,uid://A001/X2c0/X28d5,B3 Pointing Setup,4,4
X25183330,X25183330,uid://A001/X2c0/X28d5,SkyCont(97.5 GHz) Science setup_1,4,4
X7193156,X7193156,uid://A001/X2c0/X28d6,B4 Pointing Setup,4,4
X17378144,X17378144,uid://A001/X2c0/X28d6,SkyCont(145.0 GHz) Science setup_1,4,4
X27107170,X27107170,uid://A001/X2c0/X28d7,B6 Pointing Setup,4,4
X26497408,X26497408,uid://A001/X2c0/X28d7,SkyCont(233.0 GHz) Science setup_1,4,4
X12479806,X12479806,uid://A001/X2c0/X3945,B3 Pointing Setup,4,4
X17544371,X17544371,uid://A001/X2c0/X3945,line1 Science setup_1,4,4
X2018551,X2018551,uid://A001/X2c0/X3946,B3 Pointing Setup,4,4
X12245735,X12245735,uid://A001/X2c0/X3946,line5 Science setup_1,4,4
X4737262,X4737262,uid://A001/X2c0/X395e,B3 Pointing Setup,4,4
X30871576,X30871576,uid://A001/X2c0/X395e,N2H+ v=0 J=1-0 Science setup,4,4
X22843011,X22843011,uid://A001/X2c0/X395e,N2H+ v=0 J=1-0 Science setup_1,4,4
X11132290,X11132290,uid://A001/X2c0/X395f,B3 Pointing Setup,4,4
X31126455,X31126455,uid://A001/X2c0/X395f,N2H+ v=0 J=1-0 Science setup,4,4
X10164334,X10164334,uid://A001/X2c0/X395f,N2H+ v=0 J=1-0 Science setup_1,4,4
X24822985,X24822985,uid://A001/X2c0/X313d,B3 Pointing Setup,4,4
X19807082,X19807082,uid://A001/X2c0/X313d, CO v=0 1-0 Science setup_1,4,4
X29925642,X29925642,uid://A001/X2c0/X2cd0,B6 Pointing Setup,4,4
X27322300,X27322300,uid://A001/X2c0/X2cd0,C18O 2-1 Science setup,3,4
X15210634,X15210634,uid://A001/X2c0/X2cd0,C18O 2-1 Science setup_1,3,4
X16880811,X16880811,uid://A001/X2c0/X3069,B6 Pointing Setup,4,4
X24902045,X24902045,uid://A001/X2c0/X3069,Spec. Scan  Science setup_1,2,2
X14111077,X14111077,uid://A001/X2c0/X3069,Spec. Scan  Science setup_2,2,2
X1668523,X1668523,uid://A001/X2c0/X3069,Spec. Scan  Science setup_3,2,2
X28184077,X28184077,uid://A001/X2c0/X306a,B6 Pointing Setup,4,4
X1739343,X1739343,uid://A001/X2c0/X306a,Spec. Scan  Science setup_1,2,2
X19491847,X19491847,uid://A001/X2c0/X306a,Spec. Scan  Science setup_2,2,2
X23666968,X23666968,uid://A001/X2c0/X306a,Spec. Scan  Science setup_3,2,2
X15642586,X15642586,uid://A001/X2c0/X306a,Spec. Scan  Science setup_4,2,2
X21586898,X21586898,uid://A001/X2c0/X306b,B6 Pointing Setup,4,4
X28789235,X28789235,uid://A001/X2c0/X306b,Spec. Scan  Science setup_1,2,2
X4099869,X4099869,uid://A001/X2c0/X306b,Spec. Scan  Science setup_2,2,2
X10318799,X10318799,uid://A001/X2c0/X306c,B6 Pointing Setup,4,4
X29164094,X29164094,uid://A001/X2c0/X306c,Spec. Scan  Science setup_1,2,2
X8438677,X8438677,uid://A001/X2c0/X306c,Spec. Scan  Science setup_2,2,2
X14299667,X14299667,uid://A001/X2c0/X306d,B6 Pointing Setup,4,4
X11046098,X11046098,uid://A001/X2c0/X306d,Spec. Scan  Science setup_1,2,2
X5879354,X5879354,uid://A001/X2c0/X306d,Spec. Scan  Science setup_2,2,2
X10348713,X10348713,uid://A001/X2c0/X306d,Spec. Scan  Science setup_3,2,2
X8493619,X8493619,uid://A001/X2c0/X306e,B6 Pointing Setup,4,4
X4613283,X4613283,uid://A001/X2c0/X306e,Spec. Scan  Science setup_1,2,2
X23385005,X23385005,uid://A001/X2c0/X306e,Spec. Scan  Science setup_2,2,2
X19984576,X19984576,uid://A001/X2c0/X306f,B6 Pointing Setup,4,4
X2190467,X2190467,uid://A001/X2c0/X306f,Spec. Scan  Science setup_1,2,2
X28964016,X28964016,uid://A001/X2c0/X306f,Spec. Scan  Science setup_2,2,2
X26326895,X26326895,uid://A001/X2c0/X3070,B6 Pointing Setup,4,4
X28340326,X28340326,uid://A001/X2c0/X3070,Spec. Scan  Science setup_1,2,2
X33387065,X33387065,uid://A001/X2c0/X3070,Spec. Scan  Science setup_2,2,2
X25805528,X25805528,uid://A001/X2c0/X3070,Spec. Scan  Science setup_3,2,2
X20332559,X20332559,uid://A001/X2c0/X27d3,B6 Pointing Setup,4,4
X14583093,X14583093,uid://A001/X2c0/X27d3,CO v=0 3-2 Science setup_1,4,4
X16026250,X16026250,uid://A001/X2c0/X27d4,B6 Pointing Setup,4,4
X17921758,X17921758,uid://A001/X2c0/X27d4,CO v=0 3-2 Science setup_1,4,4
X18312627,X18312627,uid://A001/X2c0/X27d5,B6 Pointing Setup,4,4
X17159536,X17159536,uid://A001/X2c0/X27d5,CO v=0 3-2 Science setup_1,4,4
X32494172,X32494172,uid://A001/X2c0/X27d6,B6 Pointing Setup,4,4
X30143758,X30143758,uid://A001/X2c0/X27d6,CO v=0 3-2 Science setup_1,4,4
X32030826,X32030826,uid://A001/X2c0/X3b41,B3 Pointing Setup,4,4
X9845618,X9845618,uid://A001/X2c0/X3b41,continuum Science setup,4,4
X27206458,X27206458,uid://A001/X2c0/X3b41,continuum Science setup_1,4,4
X19384943,X19384943,uid://A001/X2c0/X3b42,B4 Pointing Setup,4,4
X20224331,X20224331,uid://A001/X2c0/X3b42,continuum Science setup,4,4
X5248908,X5248908,uid://A001/X2c0/X3b42,continuum Science setup_1,4,4
X23153551,X23153551,uid://A001/X2c0/X25a2,B3 Pointing Setup,4,4
X13516515,X13516515,uid://A001/X2c0/X25a2,13CO v=0 1-0 Science setup_1,4,4
X24060362,X24060362,uid://A001/X2c0/X25a3,B3 Pointing Setup,4,4
X18202216,X18202216,uid://A001/X2c0/X25a3,13CO v=0 1-0 Science setup_1,4,4
X11598321,X11598321,uid://A001/X2c0/X25a4,B3 Pointing Setup,4,4
X20940861,X20940861,uid://A001/X2c0/X25a4,13CO v=0 1-0 Science setup_1,4,4
X14478676,X14478676,uid://A001/X2c0/X25a5,B3 Pointing Setup,4,4
X27946737,X27946737,uid://A001/X2c0/X25a5,13CO v=0 1-0 Science setup (topo)_1,4,4
X14273957,X14273957,uid://A001/X2c0/X25a5,Delay Setup,4,4
X2669860,X2669860,uid://A001/X2c0/X25a6,B3 Pointing Setup,4,4
X16869970,X16869970,uid://A001/X2c0/X25a6,13CO v=0 1-0 Science setup_1,4,4
X28136184,X28136184,uid://A001/X2c0/X25a6,Delay Setup,4,4
X15936740,X15936740,uid://A001/X2c0/X25a7,B3 Pointing Setup,4,4
X18187494,X18187494,uid://A001/X2c0/X25a7,CO v=0 1-0 Science setup_1,4,4
X15226,X15226,uid://A001/X2c0/X25a8,B3 Pointing Setup,4,4
X2583888,X2583888,uid://A001/X2c0/X25a8,CO v=0 1-0 Science setup_1,4,4
X17737036,X17737036,uid://A001/X2c0/X25a9,B3 Pointing Setup,4,4
X28562577,X28562577,uid://A001/X2c0/X25a9,CO v=0 1-0 Science setup_1,4,4
X10922018,X10922018,uid://A001/X2c0/X25aa,B3 Pointing Setup,4,4
X8029989,X8029989,uid://A001/X2c0/X25aa,CO v=0 1-0 Science setup (topo)_1,4,4
X26642689,X26642689,uid://A001/X2c0/X25aa,Delay Setup,4,4
X6387460,X6387460,uid://A001/X2c0/X25ab,B3 Pointing Setup,4,4
X12162962,X12162962,uid://A001/X2c0/X25ab,CO v=0 1-0 Science setup_1,4,4
X18373853,X18373853,uid://A001/X2c0/X25ab,Delay Setup,4,4
X31331814,X31331814,uid://A001/X2c0/X2596,B3 Pointing Setup,4,4
X8446786,X8446786,uid://A001/X2c0/X2596,CO v=0 1-0 Science setup,3,3
X20840561,X20840561,uid://A001/X2c0/X2596,CO v=0 1-0 Science setup_1,3,3
X13889761,X13889761,uid://A001/X2c0/X2597,B6 Pointing Setup,4,4
X16991558,X16991558,uid://A001/X2c0/X2597,CO v=0 2-1 Science setup,4,4
X13359686,X13359686,uid://A001/X2c0/X2597,CO v=0 2-1 Science setup_1,4,4
X18826736,X18826736,uid://A001/X2c0/X2598,B6 Pointing Setup,4,4
X9814310,X9814310,uid://A001/X2c0/X2598,CO v=0 2-1 Science setup,4,4
X22438657,X22438657,uid://A001/X2c0/X2598,CO v=0 2-1 Science setup_1,4,4
X2180289,X2180289,uid://A001/X2c0/X2599,B3 Pointing Setup,4,4
X32954942,X32954942,uid://A001/X2c0/X2599,SiO v=0 2-1 Science setup,4,4
X8435840,X8435840,uid://A001/X2c0/X2599,SiO v=0 2-1 Science setup_1,4,4
X19434156,X19434156,uid://A001/X2c0/X260a,B6 Pointing Setup,4,4
X16955862,X16955862,uid://A001/X2c0/X260a,SkyCont(343.5 GHz) Science setup_1,4,4
X19624190,X19624190,uid://A001/X2c0/X3145,B6 Pointing Setup,4,4
X30862105,X30862105,uid://A001/X2c0/X3145,SkyCont(343.5 GHz) Science setup_1,4,4
X8955395,X8955395,uid://A001/X2c0/X3146,B6 Pointing Setup,4,4
X6462336,X6462336,uid://A001/X2c0/X3146,SkyCont(869.25 GHz) Science setup_1,4,4
X3401747,X3401747,uid://A001/X2c0/X3147,B6 Pointing Setup,4,4
X11300518,X11300518,uid://A001/X2c0/X3147,SkyCont(343.5 GHz) Science setup_1,4,4
X3290124,X3290124,uid://A001/X2c0/X3148,B6 Pointing Setup,4,4
X2662601,X2662601,uid://A001/X2c0/X3148,SkyCont(343.5 GHz) Science setup_1,4,4
X32722124,X32722124,uid://A001/X2c0/X3149,B6 Pointing Setup,4,4
X26373301,X26373301,uid://A001/X2c0/X3149,SkyCont(343.5 GHz) Science setup_1,4,4
X1532140,X1532140,uid://A001/X2c0/X314a,B6 Pointing Setup,4,4
X9961568,X9961568,uid://A001/X2c0/X314a,SkyCont(343.5 GHz) Science setup_1,4,4
X16826501,X16826501,uid://A001/X2c0/X314b,B6 Pointing Setup,4,4
X5681728,X5681728,uid://A001/X2c0/X314b,SkyCont(343.5 GHz) Science setup_1,4,4
X21061751,X21061751,uid://A001/X2c0/X314c,B6 Pointing Setup,4,4
X13034143,X13034143,uid://A001/X2c0/X314c,SkyCont(343.5 GHz) Science setup_1,4,4
X9790307,X9790307,uid://A001/X2c0/X314d,B6 Pointing Setup,4,4
X12324213,X12324213,uid://A001/X2c0/X314d,SkyCont(679.0 GHz) Science setup_1,4,4
X9612270,X9612270,uid://A001/X2c0/X314e,B6 Pointing Setup,4,4
X25622209,X25622209,uid://A001/X2c0/X314e,SkyCont(405.0 GHz) Science setup_1,4,4
X29987306,X29987306,uid://A001/X2c0/X314f,B6 Pointing Setup,4,4
X13900394,X13900394,uid://A001/X2c0/X314f,SkyCont(233.0 GHz) Science setup_1,4,4
X24246161,X24246161,uid://A001/X2c0/X3150,B4 Pointing Setup,4,4
X4401546,X4401546,uid://A001/X2c0/X3150,SkyCont(145.0 GHz) Science setup_1,4,4
X8429762,X8429762,uid://A001/X2c0/X3151,B3 Pointing Setup,4,4
X17882657,X17882657,uid://A001/X2c0/X3151,SkyCont(97.5 GHz) Science setup_1,4,4
X17923761,X17923761,uid://A001/X2c0/X2c63,B6 Pointing Setup,4,4
X24702883,X24702883,uid://A001/X2c0/X2c63,CO v=0 3-2 Science setup_1,2,2
X13996623,X13996623,uid://A001/X2c0/X2c64,B6 Pointing Setup,4,4
X17543326,X17543326,uid://A001/X2c0/X2c64,CO v=0 3-2 Science setup_1,2,2
X5137225,X5137225,uid://A001/X2c0/X2c65,B6 Pointing Setup,4,4
X19448672,X19448672,uid://A001/X2c0/X2c65,CO v=0 3-2 Science setup (topo)_1,2,2
X33359067,X33359067,uid://A001/X2c0/X2c65,Delay Setup,2,2
X7939484,X7939484,uid://A001/X2c0/X2c65,B7 Focus Setup,4,4
X8438180,X8438180,uid://A001/X2c0/X2c66,B6 Pointing Setup,4,4
X11697716,X11697716,uid://A001/X2c0/X2c66,CO v=0 3-2 Science setup_1,2,2
X16693265,X16693265,uid://A001/X2c0/X2c66,Delay Setup,2,2
X28409225,X28409225,uid://A001/X2c0/X2c66,B7 Focus Setup,4,4
X31578054,X31578054,uid://A001/X2c0/X344c,B6 Pointing Setup,4,4
X3453073,X3453073,uid://A001/X2c0/X344c,CO v=0 2-1 Science setup_1,4,4
X8227579,X8227579,uid://A001/X2c0/X2567,B6 Pointing Setup,4,4
X26085067,X26085067,uid://A001/X2c0/X2567,"H2CO 5(1,5)-4(1,4) Science setup",4,7
X14999071,X14999071,uid://A001/X2c0/X2567,"H2CO 5(1,5)-4(1,4) Science setup_1",4,7
X27128203,X27128203,uid://A001/X2c0/X2568,B6 Pointing Setup,4,4
X1849200,X1849200,uid://A001/X2c0/X2568,"H2CO 5(1,5)-4(1,4) Science setup",4,7
X33130605,X33130605,uid://A001/X2c0/X2568,"H2CO 5(1,5)-4(1,4) Science setup_1",4,7
X22191397,X22191397,uid://A001/X2c0/X2d64,B3 Pointing Setup,4,4
X13810640,X13810640,uid://A001/X2c0/X2d64,CO v=0 1-0 Science setup_1,1,1
X2071361,X2071361,uid://A001/X2c0/X2d65,B3 Pointing Setup,4,4
X20697962,X20697962,uid://A001/X2c0/X2d65,CO v=0 1-0 Science setup_1,1,1
X15741325,X15741325,uid://A001/X2c0/X2d66,B3 Pointing Setup,4,4
X25153135,X25153135,uid://A001/X2c0/X2d66,CO v=0 1-0 Science setup_1,1,1
X17297962,X17297962,uid://A001/X2c0/X24ac,B4 Pointing Setup,4,4
X14577659,X14577659,uid://A001/X2c0/X24ac,TDM Cal Setup,4,4
X11982295,X11982295,uid://A001/X2c0/X24ac,TDM Cal Setup,4,4
X15747701,X15747701,uid://A001/X2c0/X24ac,Spec. Scan  Science setup_1,4,4
X20660583,X20660583,uid://A001/X2c0/X24ac,Spec. Scan  Science setup_2,4,4
X27416388,X27416388,uid://A001/X2c0/X2d73,B3 Pointing Setup,4,4
X13769525,X13769525,uid://A001/X2c0/X2d73,SkyCont(97.5 GHz) Science setup_1,4,4
X3753301,X3753301,uid://A001/X2c0/X2d74,B6 Pointing Setup,4,4
X18844353,X18844353,uid://A001/X2c0/X2d74,SkyCont(233.0 GHz) Science setup_1,4,4
X891805,X891805,uid://A001/X2c0/X2d75,B3 Pointing Setup,4,4
X13279510,X13279510,uid://A001/X2c0/X2d75,SkyCont(97.5 GHz) Science setup_1,4,4
X31282486,X31282486,uid://A001/X2c0/X2d76,B6 Pointing Setup,4,4
X21141271,X21141271,uid://A001/X2c0/X2d76,SkyCont(233.0 GHz) Science setup_1,4,4
X28434085,X28434085,uid://A001/X2c0/X3948,B6 Pointing Setup,4,4
X8613603,X8613603,uid://A001/X2c0/X3948,H (26) _ - red Science setup,4,4
X28552901,X28552901,uid://A001/X2c0/X3948,H (26) _ - red Science setup_1,4,4
X17156732,X17156732,uid://A001/X2c0/X3949,B6 Pointing Setup,4,4
X25532924,X25532924,uid://A001/X2c0/X3949,H (26) _ - red Science setup,4,4
X14395502,X14395502,uid://A001/X2c0/X3949,H (26) _ - red Science setup_1,4,4
X27353502,X27353502,uid://A001/X2c0/X25a0,B6 Pointing Setup,4,4
X26652997,X26652997,uid://A001/X2c0/X25a0,H2O 321GHz a Science setup,4,4
X5620822,X5620822,uid://A001/X2c0/X25a0,H2O 321GHz a Science setup_1,4,4
X1100731,X1100731,uid://A001/X2c0/X265a,B6 Pointing Setup,4,4
X5758769,X5758769,uid://A001/X2c0/X265a,CO v=0 3-2 Science setup_1,4,4
X21521995,X21521995,uid://A001/X2c0/X265b,B6 Pointing Setup,4,4
X27567521,X27567521,uid://A001/X2c0/X265b,CO v=0 3-2 Science setup_1,4,4
X10723186,X10723186,uid://A001/X2c0/X265c,B6 Pointing Setup,4,4
X20204769,X20204769,uid://A001/X2c0/X265c,CO v=0 3-2 Science setup_1,4,4
X1245899,X1245899,uid://A001/X2c0/X265d,B6 Pointing Setup,4,4
X31593086,X31593086,uid://A001/X2c0/X265d,CO v=0 3-2 Science setup_1,4,4
X21496315,X21496315,uid://A001/X2c0/X265e,B6 Pointing Setup,4,4
X2626239,X2626239,uid://A001/X2c0/X265e,CO v=0 3-2 Science setup_1,4,4
X30560875,X30560875,uid://A001/X2c0/X265f,B6 Pointing Setup,4,4
X28138074,X28138074,uid://A001/X2c0/X265f,CO v=0 3-2 Science setup_1,4,4
X28367218,X28367218,uid://A001/X2c0/X413b,B6 Pointing Setup,4,4
X16572885,X16572885,uid://A001/X2c0/X413b,HCN v=0 J=4-3 Science setup,4,5
X20070189,X20070189,uid://A001/X2c0/X413b,HCN v=0 J=4-3 Science setup_1,4,5
X6878733,X6878733,uid://A001/X2c0/X413c,B6 Pointing Setup,4,4
X26063206,X26063206,uid://A001/X2c0/X413c,HCN v=0 J=4-3 Science setup,4,5
X26374358,X26374358,uid://A001/X2c0/X413c,HCN v=0 J=4-3 Science setup_1,4,5
X27990772,X27990772,uid://A001/X2c0/X413d,B3 Pointing Setup,4,4
X3067690,X3067690,uid://A001/X2c0/X413d,SkyCont(97.5 GHz) Science setup_1,4,4
X25429773,X25429773,uid://A001/X2c0/X413e,B3 Pointing Setup,4,4
X28815014,X28815014,uid://A001/X2c0/X413e,SkyCont(97.5 GHz) Science setup_1,4,4
X16307828,X16307828,uid://A001/X2c0/X2712,B3 Pointing Setup,4,4
X17634223,X17634223,uid://A001/X2c0/X2712,CO v=0 3-2 Science setup_1,4,4
X7680345,X7680345,uid://A001/X2c0/X2713,B3 Pointing Setup,4,4
X20258588,X20258588,uid://A001/X2c0/X2713,Spec. Scan  Science setup_1,4,4
X17351379,X17351379,uid://A001/X2c0/X2713,Spec. Scan  Science setup_2,4,4
X23394343,X23394343,uid://A001/X2c0/X2713,Spec. Scan  Science setup_3,4,4
X9458148,X9458148,uid://A001/X2c0/X2713,Spec. Scan  Science setup_4,4,4
X16825211,X16825211,uid://A001/X2c0/X2713,Spec. Scan  Science setup_5,4,4
X3650080,X3650080,uid://A001/X2c0/X2714,B3 Pointing Setup,4,4
X6325524,X6325524,uid://A001/X2c0/X2714,Spec. Scan  Science setup_1,4,4
X30583048,X30583048,uid://A001/X2c0/X2714,Spec. Scan  Science setup_2,4,4
X23396078,X23396078,uid://A001/X2c0/X2714,Spec. Scan  Science setup_3,4,4
X14506462,X14506462,uid://A001/X2c0/X2714,Spec. Scan  Science setup_4,4,4
X27267113,X27267113,uid://A001/X2c0/X2714,Spec. Scan  Science setup_5,4,4
X17878377,X17878377,uid://A001/X2c0/X2715,B3 Pointing Setup,4,4
X7392576,X7392576,uid://A001/X2c0/X2715,CO low Science setup_1,4,4
X5555832,X5555832,uid://A001/X2c0/X308e,B3 Pointing Setup,4,4
X24928854,X24928854,uid://A001/X2c0/X308e,CO v=0 1-0 Science setup_1,4,4
X30444263,X30444263,uid://A001/X2c0/X308f,B6 Pointing Setup,4,4
X13246727,X13246727,uid://A001/X2c0/X308f,CO v=0 3-2 Science setup_1,4,4
X29568355,X29568355,uid://A001/X2c0/X3090,B6 Pointing Setup,4,4
X33121305,X33121305,uid://A001/X2c0/X3090,CO v=0 3-2 Science setup_1,4,4
X18577916,X18577916,uid://A001/X2c0/X3091,B6 Pointing Setup,4,4
X3926825,X3926825,uid://A001/X2c0/X3091,CO v=0 3-2 Science setup_1,4,4
X822537,X822537,uid://A001/X2c0/X3d9a,B6 Pointing Setup,4,4
X31728775,X31728775,uid://A001/X2c0/X3d9a,"H2S2 9,1,8-8,0,8 Science setup",4,10
X16871915,X16871915,uid://A001/X2c0/X3d9a,"H2S2 9,1,8-8,0,8 Science setup_1",4,10
X28882374,X28882374,uid://A001/X2c0/X3d9b,B6 Pointing Setup,4,4
X30973963,X30973963,uid://A001/X2c0/X3d9b,"H2S2 11,1,10-10,0,10 Science setup",4,10
